,carat,cut,cut_ord,color,clarity,clarity_ord,price
34176,0.93,Ideal,5,J,VS1,4,3281
34177,0.92,Very Good,3,F,SI1,3,3967
34178,0.57,Good,2,F,SI1,3,1364
34179,0.3,Very Good,3,E,SI1,3,526
34180,0.44,Ideal,5,G,VVS2,6,1081
34181,1.54,Premium,4,J,VVS1,7,9383
34182,1.01,Premium,4,G,SI2,2,4242
34183,1.5,Premium,4,J,VS1,4,9240
34184,1.25,Premium,4,J,SI1,3,5073
34185,1.35,Premium,4,H,VS2,5,8062
34186,0.52,Ideal,5,D,VS2,5,1919
34187,0.34,Premium,4,E,SI1,3,596
34188,0.33,Ideal,5,H,VS1,4,579
34189,0.57,Ideal,5,E,SI1,3,1608
34190,0.34,Fair,1,J,SI1,3,497
34191,0.96,Ideal,5,G,SI2,2,3871
34192,0.71,Fair,1,G,SI2,2,2300
34193,1.01,Very Good,3,E,SI1,3,5224
34194,1.06,Ideal,5,I,VS2,5,5116
34195,1.01,Good,2,F,SI1,3,4989
34196,0.37,Ideal,5,I,VVS1,7,768
34197,0.8,Good,2,E,VS2,5,3273
34198,0.31,Premium,4,I,VS2,5,435
34199,0.59,Very Good,3,F,SI1,3,1424
34200,2.4,Very Good,3,I,SI2,2,17955
34201,1.2,Good,2,D,SI2,2,6344
34202,0.31,Good,2,H,SI1,3,402
34203,0.91,Very Good,3,G,SI1,3,3763
34204,1.03,Premium,4,F,VS2,5,5774
34205,0.27,Very Good,3,F,VVS2,6,620
34206,0.36,Ideal,5,D,VVS2,6,1126
34207,0.52,Ideal,5,E,VS2,5,1689
34208,0.82,Premium,4,E,SI1,3,3211
34209,1.11,Ideal,5,G,VVS2,6,9507
34210,1.12,Premium,4,I,VS1,4,5058
34211,1.7,Premium,4,F,SI2,2,11322
34212,2.01,Premium,4,H,SI1,3,17688
34213,1.01,Premium,4,F,SI1,3,5249
34214,0.25,Very Good,3,E,VVS2,6,548
34215,1.07,Premium,4,G,VS2,5,6040
34216,0.9,Premium,4,F,SI1,3,4158
34217,0.91,Very Good,3,H,VS2,5,4430
34218,0.34,Ideal,5,H,VVS2,6,880
34219,0.36,Ideal,5,E,VVS2,6,873
34220,1.19,Premium,4,G,SI2,2,4758
34221,0.5,Ideal,5,G,VVS1,7,2070
34222,1.01,Very Good,3,F,VS2,5,6257
34223,0.71,Ideal,5,G,VS1,4,3123
34224,1.5,Good,2,E,SI1,3,12754
34225,0.32,Ideal,5,J,IF,8,684
34226,0.3,Very Good,3,G,VS2,5,675
34227,1.04,Ideal,5,G,VS1,4,7375
34228,0.54,Premium,4,D,VS2,5,1892
34229,0.33,Premium,4,E,VS2,5,723
34230,0.51,Ideal,5,F,VVS2,6,2197
34231,0.3,Good,2,H,VS1,4,675
34232,1.01,Premium,4,G,SI2,2,4525
34233,1.3,Very Good,3,E,SI1,3,7963
34234,0.58,Premium,4,D,VS1,4,2401
34235,0.7,Premium,4,J,VS1,4,1953
34236,0.34,Premium,4,H,VVS1,7,672
34237,0.53,Very Good,3,D,VVS2,6,2472
34238,0.71,Good,2,E,VS2,5,2836
34239,0.37,Premium,4,G,SI1,3,551
34240,0.31,Ideal,5,G,IF,8,891
34241,0.52,Ideal,5,E,VS2,5,1888
34242,0.74,Very Good,3,F,SI2,2,2042
34243,1.57,Ideal,5,J,SI1,3,7640
34244,0.77,Very Good,3,E,VS1,4,3318
34245,1.2,Very Good,3,I,SI1,3,5522
34246,0.34,Ideal,5,G,VS2,5,596
34247,0.91,Fair,1,F,VS2,5,4474
34248,0.3,Ideal,5,D,SI1,3,552
34249,0.64,Premium,4,D,VS2,5,2243
34250,1.02,Ideal,5,F,I1,1,3599
34251,1.23,Good,2,J,VS2,5,5290
34252,0.3,Ideal,5,E,VS1,4,775
34253,0.35,Ideal,5,F,VS2,5,706
34254,0.31,Very Good,3,E,VVS2,6,816
34255,0.33,Very Good,3,E,SI1,3,743
34256,1.54,Very Good,3,F,VS1,4,16082
34257,0.72,Ideal,5,J,SI1,3,1929
34258,0.53,Premium,4,G,SI2,2,1173
34259,0.86,Good,2,F,SI2,2,2819
34260,0.72,Premium,4,J,VS2,5,1814
34261,0.72,Good,2,D,SI2,2,2254
34262,1.13,Ideal,5,E,SI2,2,5457
34263,1.51,Very Good,3,G,SI1,3,11836
34264,0.54,Ideal,5,G,VVS2,6,2424
34265,0.38,Very Good,3,E,VS2,5,866
34266,1.2,Good,2,I,SI1,3,5211
34267,0.36,Premium,4,J,SI1,3,527
34268,0.29,Very Good,3,G,VS1,4,660
34269,1.09,Good,2,H,SI1,3,4700
34270,0.33,Premium,4,G,VS1,4,666
34271,1.2,Premium,4,I,SI2,2,4838
34272,0.4,Ideal,5,G,IF,8,1333
34273,0.38,Ideal,5,G,VVS2,6,929
34274,0.59,Ideal,5,G,VVS2,6,2131
34275,0.75,Premium,4,H,SI1,3,2329
34276,0.56,Very Good,3,D,VVS1,7,2866
34277,1.2,Premium,4,G,VS2,5,7728
34278,0.4,Premium,4,G,VVS2,6,982
34279,1.61,Ideal,5,F,SI1,3,10197
34280,0.34,Very Good,3,G,SI1,3,507
34281,0.43,Good,2,D,SI1,3,993
34282,0.27,Ideal,5,H,VVS2,6,527
34283,0.34,Very Good,3,E,VVS2,6,775
34284,1.5,Good,2,H,SI2,2,6798
34285,1.01,Premium,4,F,SI2,2,4676
34286,1.01,Premium,4,D,SI1,3,5939
34287,0.3,Ideal,5,H,IF,8,789
34288,1.22,Ideal,5,J,SI1,3,5586
34289,0.77,Premium,4,G,VS2,5,2846
34290,1.1,Ideal,5,D,VVS2,6,11654
34291,0.4,Premium,4,F,VS2,5,842
34292,0.46,Ideal,5,H,VVS1,7,1338
34293,1.28,Premium,4,E,SI2,2,5620
34294,0.55,Premium,4,H,VS2,5,1363
34295,0.52,Ideal,5,G,VS2,5,1577
34296,0.24,Very Good,3,D,VVS2,6,552
34297,0.7,Ideal,5,I,SI1,3,2287
34298,0.3,Premium,4,G,SI2,2,394
34299,0.89,Fair,1,I,VS1,4,2334
34300,1.67,Premium,4,I,VS2,5,10736
34301,0.36,Ideal,5,H,VVS2,6,726
34302,0.37,Premium,4,F,SI1,3,791
34303,0.38,Ideal,5,E,SI2,2,663
34304,2.06,Ideal,5,J,SI2,2,11337
34305,1.02,Ideal,5,G,IF,8,8311
34306,0.32,Ideal,5,G,VS2,5,720
34307,0.31,Ideal,5,D,VS2,5,734
34308,0.32,Ideal,5,H,VS2,5,523
34309,1.58,Premium,4,G,VVS2,6,14855
34310,0.79,Premium,4,H,SI2,2,2471
34311,0.92,Premium,4,D,SI2,2,3877
34312,0.33,Ideal,5,H,VVS1,7,730
34313,0.73,Ideal,5,J,VVS2,6,2482
34314,1.52,Premium,4,J,VVS2,6,8202
34315,0.53,Good,2,E,VS2,5,1607
34316,0.73,Ideal,5,F,VVS2,6,3193
34317,0.5,Fair,1,D,VS2,5,1431
34318,0.51,Premium,4,E,SI2,2,1205
34319,0.26,Very Good,3,F,VVS2,6,597
34320,1.1,Ideal,5,F,VVS2,6,10487
34321,1.24,Ideal,5,I,SI1,3,6232
34322,0.53,Ideal,5,E,VS2,5,1739
34323,2.18,Very Good,3,G,SI2,2,17475
34324,0.32,Ideal,5,D,VVS2,6,858
34325,1,Good,2,G,VS2,5,5484
34326,0.31,Ideal,5,E,VS2,5,680
34327,0.7,Very Good,3,D,SI1,3,2724
34328,0.32,Ideal,5,H,VS1,4,580
34329,1.01,Very Good,3,G,SI1,3,3137
34330,0.33,Ideal,5,G,IF,8,1052
34331,0.52,Ideal,5,D,VS2,5,1919
34332,0.57,Ideal,5,F,VVS1,7,2682
34333,0.42,Ideal,5,E,VS2,5,958
34334,1,Fair,1,H,SI2,2,2912
34335,1.7,Premium,4,I,VS2,5,11369
34336,0.9,Very Good,3,E,SI1,3,4092
34337,1.51,Very Good,3,H,SI2,2,7823
34338,0.92,Ideal,5,E,SI2,2,4011
34339,0.42,Ideal,5,G,VVS2,6,938
34340,0.35,Premium,4,H,VVS2,6,906
34341,0.31,Premium,4,F,VS2,5,802
34342,0.41,Ideal,5,F,VVS2,6,1323
34343,0.4,Ideal,5,J,VS1,4,810
34344,0.51,Ideal,5,D,IF,8,3446
34345,0.43,Premium,4,G,VS2,5,1113
34346,0.75,Very Good,3,D,SI2,2,2782
34347,0.38,Ideal,5,D,VVS2,6,1289
34348,0.32,Very Good,3,G,SI1,3,477
34349,0.32,Premium,4,G,VS2,5,720
34350,0.57,Ideal,5,E,VS2,5,1851
34351,0.31,Premium,4,H,VVS2,6,625
34352,0.66,Very Good,3,E,VS1,4,2618
34353,1.07,Premium,4,D,VS1,4,8359
34354,0.4,Ideal,5,E,VVS2,6,1158
34355,0.51,Premium,4,G,VS1,4,1781
34356,0.42,Premium,4,E,VS1,4,1181
34357,0.94,Very Good,3,E,SI1,3,4661
34358,0.71,Ideal,5,F,VS1,4,3457
34359,0.4,Very Good,3,J,VS2,5,596
34360,0.33,Ideal,5,H,IF,8,959
34361,1.17,Premium,4,F,SI2,2,4259
34362,0.31,Ideal,5,H,SI1,3,421
34363,1.05,Good,2,E,SI1,3,4878
34364,0.32,Ideal,5,F,VVS1,7,809
34365,2.03,Ideal,5,G,SI1,3,16224
34366,0.4,Ideal,5,G,VVS1,7,977
34367,0.9,Premium,4,E,VS2,5,4334
34368,1.01,Very Good,3,E,VS2,5,6787
34369,0.42,Ideal,5,G,SI1,3,704
34370,0.7,Premium,4,H,VVS1,7,2603
34371,0.53,Ideal,5,D,SI2,2,1412
34372,2.01,Premium,4,J,SI2,2,12403
34373,0.41,Ideal,5,E,VS2,5,935
34374,1.37,Very Good,3,E,SI2,2,7365
34375,1.06,Ideal,5,I,SI1,3,4646
34376,0.32,Ideal,5,E,VVS1,7,954
34377,2.3,Good,2,I,SI2,2,12944
34378,0.39,Ideal,5,F,SI1,3,921
34379,0.55,Premium,4,F,SI1,3,1410
34380,0.32,Very Good,3,F,VVS2,6,786
34381,0.72,Ideal,5,F,SI2,2,2674
34382,0.54,Very Good,3,H,VS2,5,1439
34383,0.93,Fair,1,D,VS2,5,5078
34384,0.46,Ideal,5,F,SI2,2,881
34385,0.31,Ideal,5,I,IF,8,652
34386,0.55,Ideal,5,E,VS2,5,1816
34387,0.9,Fair,1,G,SI2,2,2376
34388,0.51,Fair,1,G,SI1,3,1160
34389,0.45,Very Good,3,E,SI1,3,851
34390,0.31,Ideal,5,I,VS2,5,452
34391,1.03,Premium,4,F,VVS2,6,8527
34392,1.02,Ideal,5,G,VS2,5,6416
34393,0.33,Ideal,5,G,IF,8,984
34394,0.6,Very Good,3,E,VS2,5,2085
34395,0.53,Very Good,3,E,VS2,5,1612
34396,0.3,Premium,4,E,SI1,3,526
34397,2.01,Premium,4,F,SI2,2,13610
34398,0.41,Very Good,3,E,SI2,2,818
34399,0.31,Ideal,5,H,VVS2,6,625
34400,0.31,Ideal,5,F,VVS1,7,840
34401,1,Good,2,E,VVS1,7,8359
34402,0.3,Ideal,5,G,SI2,2,382
34403,0.3,Very Good,3,G,VVS2,6,631
34404,0.9,Premium,4,F,SI1,3,4183
34405,1.01,Ideal,5,H,SI1,3,5387
34406,2.25,Premium,4,D,SI2,2,18007
34407,1.06,Very Good,3,F,VS2,5,6627
34408,0.35,Ideal,5,G,VVS2,6,1092
34409,1.13,Premium,4,I,SI1,3,4536
34410,1.07,Very Good,3,D,SI2,2,4861
34411,0.51,Ideal,5,G,SI1,3,1287
34412,0.35,Premium,4,E,SI1,3,788
34413,0.32,Good,2,H,SI1,3,449
34414,0.41,Premium,4,D,SI2,2,683
34415,2,Good,2,J,SI1,3,11988
34416,0.66,Premium,4,E,VS1,4,2433
34417,2.1,Good,2,H,SI1,3,12121
34418,0.3,Premium,4,D,SI2,2,574
34419,0.93,Very Good,3,J,VS1,4,3651
34420,1.24,Premium,4,I,SI2,2,5000
34421,1.11,Ideal,5,H,SI1,3,5386
34422,0.29,Ideal,5,E,VVS1,7,669
34423,0.35,Ideal,5,F,SI1,3,583
34424,0.8,Good,2,G,SI2,2,2246
34425,0.91,Ideal,5,E,SI1,3,4513
34426,0.7,Fair,1,I,I1,1,1147
34427,0.34,Ideal,5,G,IF,8,974
34428,0.34,Premium,4,D,SI1,3,803
34429,0.5,Ideal,5,E,VS2,5,1629
34430,1.23,Ideal,5,H,VS2,5,7260
34431,0.3,Good,2,G,VS1,4,605
34432,0.91,Premium,4,E,SI2,2,3639
34433,0.53,Ideal,5,G,VVS2,6,2051
34434,0.66,Very Good,3,H,VS2,5,1841
34435,0.7,Ideal,5,D,SI2,2,2384
34436,1.04,Very Good,3,D,SI1,3,6138
34437,0.34,Ideal,5,G,VS2,5,596
34438,1.55,Premium,4,H,VS2,5,11708
34439,1.01,Premium,4,G,SI1,3,4118
34440,1.34,Premium,4,E,IF,8,17663
34441,0.31,Ideal,5,H,VS2,5,507
34442,0.71,Ideal,5,E,SI1,3,3128
34443,1.08,Very Good,3,I,SI1,3,4276
34444,2.7,Very Good,3,H,SI2,2,14341
34445,1.01,Good,2,F,SI2,2,4197
34446,0.7,Fair,1,I,VVS2,6,2117
34447,2.01,Very Good,3,I,SI2,2,13669
34448,0.5,Premium,4,G,VS1,4,1629
34449,1.54,Ideal,5,G,VVS1,7,16316
34450,2.01,Very Good,3,J,VS2,5,12683
34451,0.3,Premium,4,E,VS2,5,658
34452,1.05,Ideal,5,E,SI1,3,6316
34453,0.3,Ideal,5,F,VS2,5,776
34454,1.31,Ideal,5,G,VS1,4,10359
34455,0.37,Ideal,5,I,VS2,5,666
34456,0.51,Ideal,5,G,VVS2,6,1976
34457,2,Premium,4,I,VS1,4,17278
34458,1.01,Ideal,5,E,VVS1,7,10887
34459,0.74,Very Good,3,E,SI2,2,2574
34460,0.33,Premium,4,E,SI1,3,743
34461,1.05,Premium,4,F,SI1,3,4879
34462,0.31,Ideal,5,H,VVS1,7,671
34463,0.31,Premium,4,D,IF,8,1248
34464,0.76,Premium,4,F,IF,8,4223
34465,0.31,Very Good,3,H,SI1,3,446
34466,1.5,Very Good,3,H,SI2,2,7775
34467,0.33,Premium,4,G,VVS2,6,965
34468,1.51,Ideal,5,E,VS2,5,14889
34469,1.2,Very Good,3,G,VS2,5,7371
34470,0.34,Very Good,3,H,VVS2,6,686
34471,1.11,Very Good,3,I,SI2,2,4442
34472,0.38,Very Good,3,I,VS2,5,633
34473,0.38,Good,2,H,VVS1,7,967
34474,0.7,Premium,4,D,SI2,2,2354
34475,0.51,Ideal,5,E,VVS2,6,2545
34476,0.49,Premium,4,G,SI1,3,1026
34477,1.2,Very Good,3,G,SI2,2,5183
34478,0.39,Very Good,3,F,VVS2,6,1117
34479,0.97,Good,2,J,VS2,5,3129
34480,0.33,Very Good,3,F,VVS1,7,980
34481,1.01,Ideal,5,G,SI1,3,4653
34482,0.7,Fair,1,I,VS2,5,1996
34483,1.2,Ideal,5,G,VVS1,7,9009
34484,0.43,Good,2,D,VS2,5,976
34485,1.54,Premium,4,H,VS2,5,10977
34486,1.57,Ideal,5,I,SI1,3,9095
34487,1.71,Very Good,3,G,VS2,5,15829
34488,0.53,Ideal,5,G,VVS1,7,2005
34489,0.3,Ideal,5,E,VS1,4,673
34490,0.6,Ideal,5,G,VS2,5,1861
34491,0.41,Ideal,5,D,VS2,5,1076
34492,0.92,Very Good,3,H,SI2,2,3417
34493,0.99,Very Good,3,G,SI1,3,4863
34494,0.3,Very Good,3,G,VS1,4,585
34495,0.5,Very Good,3,E,SI1,3,1293
34496,1.2,Very Good,3,H,SI1,3,6019
34497,0.5,Ideal,5,E,SI1,3,1331
34498,0.91,Premium,4,J,SI1,3,2905
34499,1.51,Premium,4,F,VS2,5,14334
34500,0.32,Very Good,3,I,VS2,5,449
34501,0.31,Ideal,5,H,VS1,4,544
34502,0.6,Premium,4,F,SI1,3,1323
34503,0.7,Very Good,3,E,SI2,2,2298
34504,0.4,Good,2,D,SI1,3,720
34505,1,Premium,4,D,SI1,3,5723
34506,1.5,Fair,1,G,SI2,2,6552
34507,1.25,Ideal,5,I,SI2,2,5395
34508,0.35,Premium,4,E,SI2,2,672
34509,0.9,Very Good,3,D,SI1,3,4466
34510,1,Good,2,G,VS2,5,5702
34511,0.79,Ideal,5,G,VS1,4,3561
34512,0.93,Very Good,3,I,VS1,4,3562
34513,2.04,Premium,4,J,VS2,5,13734
34514,0.4,Ideal,5,F,VVS1,7,1168
34515,1.7,Ideal,5,I,VS1,4,12030
34516,0.3,Premium,4,H,SI1,3,540
34517,0.33,Very Good,3,F,VS2,5,854
34518,0.34,Premium,4,G,VS2,5,596
34519,1.06,Ideal,5,G,SI2,2,4778
34520,0.56,Very Good,3,G,VS2,5,1580
34521,0.9,Fair,1,I,VVS1,7,4194
34522,0.4,Very Good,3,G,VVS2,6,982
34523,1.21,Ideal,5,I,VS2,5,6135
34524,0.75,Good,2,G,SI2,2,2115
34525,0.4,Ideal,5,H,VS2,5,725
34526,0.4,Ideal,5,E,VVS2,6,1106
34527,1.21,Premium,4,J,VS1,4,4675
34528,1.02,Ideal,5,F,SI2,2,4162
34529,1.26,Ideal,5,H,SI1,3,6476
34530,0.9,Premium,4,H,SI2,2,3371
34531,0.23,Ideal,5,H,VVS1,7,484
34532,0.31,Good,2,H,VS1,4,651
34533,0.91,Fair,1,F,VS2,5,3837
34534,0.23,Very Good,3,D,VS1,4,402
34535,0.63,Premium,4,F,SI2,2,1351
34536,1.5,Good,2,H,VS2,5,8165
34537,0.55,Premium,4,E,SI2,2,1269
34538,2.01,Fair,1,G,SI2,2,10887
34539,1.23,Very Good,3,I,VS2,5,6826
34540,0.53,Good,2,D,VS2,5,1625
34541,0.31,Ideal,5,E,VS1,4,733
34542,0.33,Premium,4,E,SI1,3,743
34543,0.73,Ideal,5,H,VS2,5,3164
34544,1.23,Premium,4,I,SI1,3,5717
34545,0.77,Ideal,5,F,SI2,2,2729
34546,1.37,Premium,4,H,VS1,4,8424
34547,2.18,Very Good,3,I,SI2,2,15684
34548,0.23,Very Good,3,E,VVS2,6,465
34549,2.01,Good,2,I,SI2,2,8780
34550,0.4,Ideal,5,E,VVS1,7,1333
34551,0.36,Good,2,I,SI1,3,486
34552,0.76,Premium,4,D,VS2,5,3581
34553,0.34,Very Good,3,E,VS2,5,696
34554,1.02,Ideal,5,G,VS2,5,6169
34555,2.1,Premium,4,I,SI1,3,15818
34556,1.27,Ideal,5,J,SI2,2,4931
34557,0.53,Ideal,5,F,SI2,2,1279
34558,1.01,Premium,4,H,SI1,3,5204
34559,1.56,Very Good,3,J,SI2,2,6662
34560,0.74,Very Good,3,G,SI2,2,2262
34561,0.36,Ideal,5,G,VS1,4,746
34562,0.7,Ideal,5,F,SI2,2,2394
34563,1.01,Very Good,3,F,VVS2,6,7715
34564,1.09,Ideal,5,E,SI2,2,5035
34565,0.87,Ideal,5,H,SI1,3,2923
34566,0.78,Ideal,5,D,SI1,3,3214
34567,1.01,Premium,4,E,IF,8,11491
34568,0.33,Ideal,5,G,VVS1,7,858
34569,0.32,Ideal,5,E,IF,8,1018
34570,1.12,Ideal,5,E,VVS1,7,14407
34571,1.5,Good,2,J,VS1,4,8467
34572,0.37,Ideal,5,D,VVS2,6,857
34573,1.12,Premium,4,F,VS1,4,7903
34574,1.75,Very Good,3,G,VS2,5,16632
34575,1.04,Very Good,3,I,SI1,3,4426
34576,0.3,Premium,4,G,VS1,4,776
34577,1.53,Premium,4,H,SI2,2,6512
34578,1,Very Good,3,E,SI1,3,5239
34579,1.51,Good,2,I,VVS1,7,9471
34580,0.7,Good,2,G,VS2,5,2353
34581,0.56,Premium,4,D,SI1,3,1814
34582,0.32,Ideal,5,E,VS2,5,846
34583,0.32,Premium,4,G,VVS2,6,730
34584,0.58,Very Good,3,I,VVS1,7,1636
34585,0.38,Ideal,5,E,VS2,5,968
34586,0.31,Good,2,I,SI1,3,523
34587,0.66,Ideal,5,H,VS1,4,2131
34588,1.05,Ideal,5,F,SI2,2,4675
34589,1.01,Premium,4,H,SI1,3,4513
34590,0.9,Very Good,3,I,SI1,3,3251
34591,1,Very Good,3,F,VS2,5,6319
34592,1.3,Premium,4,H,VS1,4,7714
34593,0.3,Premium,4,H,VS2,5,608
34594,0.7,Fair,1,J,VS2,5,1672
34595,1.04,Very Good,3,F,VS2,5,6361
34596,0.52,Very Good,3,E,VS1,4,1822
34597,0.92,Very Good,3,H,SI1,3,3800
34598,1.02,Ideal,5,F,SI2,2,4398
34599,0.36,Very Good,3,G,VVS1,7,821
34600,0.3,Very Good,3,F,VS1,4,654
34601,0.52,Very Good,3,D,SI1,3,1446
34602,0.54,Premium,4,I,SI2,2,1013
34603,0.73,Premium,4,E,SI2,2,2341
34604,1.2,Premium,4,H,SI1,3,6129
34605,0.41,Premium,4,F,VS1,4,1007
34606,2.02,Very Good,3,G,SI2,2,9853
34607,0.24,Ideal,5,F,VS2,5,417
34608,0.31,Very Good,3,E,SI1,3,544
34609,1.07,Ideal,5,E,SI2,2,4799
34610,2,Very Good,3,J,SI2,2,8870
34611,0.31,Ideal,5,E,VS2,5,632
34612,0.62,Good,2,G,VS2,5,1850
34613,0.34,Ideal,5,F,SI1,3,630
34614,0.4,Very Good,3,E,SI1,3,687
34615,1.53,Premium,4,G,VVS2,6,15365
34616,0.52,Very Good,3,G,VVS2,6,1794
34617,0.25,Very Good,3,F,VS1,4,436
34618,0.3,Ideal,5,F,VVS2,6,694
34619,1.51,Good,2,F,SI2,2,7875
34620,1.13,Ideal,5,F,SI2,2,5232
34621,1.29,Premium,4,I,SI2,2,4291
34622,0.75,Ideal,5,I,VS1,4,2564
34623,0.54,Ideal,5,G,VVS2,6,2090
34624,0.43,Ideal,5,I,IF,8,1129
34625,0.5,Very Good,3,H,SI1,3,1133
34626,0.41,Premium,4,E,VS1,4,1030
34627,1.07,Ideal,5,E,SI2,2,5280
34628,1.06,Very Good,3,G,VS2,5,6325
34629,0.34,Good,2,G,VS2,5,556
34630,0.36,Premium,4,F,VVS2,6,983
34631,0.23,Very Good,3,F,VS1,4,402
34632,1.06,Ideal,5,G,SI2,2,4541
34633,0.37,Ideal,5,G,VVS2,6,917
34634,1.02,Very Good,3,F,IF,8,10967
34635,1.52,Ideal,5,I,VS2,5,9465
34636,0.3,Ideal,5,F,VVS1,7,814
34637,0.35,Premium,4,G,VS1,4,706
34638,0.58,Good,2,E,SI1,3,1287
34639,0.31,Premium,4,D,SI1,3,732
34640,1.04,Premium,4,H,VS2,5,5561
34641,0.8,Good,2,E,SI2,2,2640
34642,0.23,Very Good,3,E,VVS1,7,530
34643,1.02,Very Good,3,D,IF,8,15306
34644,1.01,Good,2,G,VS2,5,5599
34645,0.58,Premium,4,E,SI1,3,1641
34646,0.37,Very Good,3,E,VVS1,7,1055
34647,0.3,Ideal,5,H,VVS2,6,577
34648,1,Good,2,G,VS2,5,5002
34649,0.4,Ideal,5,F,VVS1,7,1323
34650,0.76,Fair,1,H,I1,1,1140
34651,0.41,Ideal,5,E,VS1,4,1004
34652,0.59,Premium,4,F,SI1,3,2124
34653,0.54,Very Good,3,D,VS2,5,1885
34654,0.99,Premium,4,F,VS2,5,5893
34655,1.51,Very Good,3,F,VVS2,6,16716
34656,1.5,Very Good,3,H,VS1,4,9173
34657,1.2,Very Good,3,I,SI2,2,4514
34658,0.84,Very Good,3,H,SI1,3,2847
34659,0.75,Ideal,5,D,VS2,5,3679
34660,0.6,Very Good,3,D,VS2,5,2010
34661,0.52,Ideal,5,D,SI1,3,1600
34662,1.53,Very Good,3,F,SI1,3,11267
34663,0.31,Ideal,5,E,VS2,5,680
34664,0.7,Very Good,3,F,SI1,3,2196
34665,0.43,Ideal,5,D,VS2,5,1129
34666,1.33,Ideal,5,G,VS1,4,10539
34667,0.31,Good,2,E,SI1,3,698
34668,1.17,Premium,4,F,SI2,2,4324
34669,0.74,Very Good,3,E,SI2,2,1632
34670,2.27,Premium,4,J,VS1,4,16994
34671,1.24,Ideal,5,I,VS2,5,7544
34672,0.9,Ideal,5,H,SI1,3,4492
34673,0.31,Ideal,5,F,IF,8,914
34674,0.9,Premium,4,H,VS2,5,4032
34675,0.57,Ideal,5,I,VVS1,7,1728
34676,1.01,Good,2,D,SI1,3,4821
34677,1.53,Ideal,5,G,VVS2,6,15137
34678,0.42,Ideal,5,J,VS1,4,723
34679,0.3,Ideal,5,D,VS1,4,848
34680,0.58,Very Good,3,F,VVS2,6,2201
34681,1.12,Ideal,5,I,VS2,5,5392
34682,1.22,Premium,4,I,SI1,3,5466
34683,1.07,Very Good,3,G,VVS2,6,7597
34684,0.51,Ideal,5,G,VS1,4,1632
34685,1.52,Premium,4,G,VS1,4,13034
34686,1.01,Very Good,3,F,VS1,4,6719
34687,0.62,Premium,4,J,VS2,5,1166
34688,0.9,Good,2,G,VS2,5,3859
34689,1.26,Ideal,5,H,SI1,3,7701
34690,0.31,Good,2,H,VVS2,6,625
34691,2,Good,2,I,VS1,4,15708
34692,2.14,Ideal,5,I,VS2,5,13844
34693,0.53,Premium,4,D,SI1,3,1631
34694,0.23,Very Good,3,E,VVS1,7,485
34695,1.5,Premium,4,G,VS1,4,14234
34696,0.56,Very Good,3,E,VS2,5,1755
34697,0.63,Ideal,5,H,SI2,2,1196
34698,1.36,Ideal,5,F,VVS1,7,15386
34699,0.32,Premium,4,G,SI2,2,540
34700,1.51,Very Good,3,E,SI1,3,11263
34701,1.24,Fair,1,G,SI2,2,4058
34702,1.02,Premium,4,D,SI1,3,5890
34703,0.81,Good,2,D,SI2,2,2926
34704,0.3,Ideal,5,F,SI1,3,550
34705,1.01,Good,2,E,VS1,4,7234
34706,0.71,Very Good,3,F,VS1,4,2889
34707,0.73,Premium,4,E,SI2,2,2278
34708,0.7,Premium,4,E,SI1,3,1971
34709,0.5,Ideal,5,E,VS1,4,2034
34710,0.7,Fair,1,I,SI1,3,1749
34711,0.3,Very Good,3,H,VS1,4,675
34712,1.01,Very Good,3,G,VS2,5,5679
34713,0.31,Ideal,5,E,VS2,5,642
34714,0.6,Ideal,5,G,VS2,5,1795
34715,0.52,Ideal,5,E,VS2,5,1815
34716,0.42,Premium,4,E,SI1,3,992
34717,1.01,Very Good,3,F,SI2,2,4497
34718,0.71,Premium,4,H,SI2,2,2028
34719,0.4,Very Good,3,E,VVS2,6,849
34720,0.41,Premium,4,D,VVS2,6,1356
34721,1.13,Premium,4,G,IF,8,9698
34722,0.77,Very Good,3,F,VVS1,7,4304
34723,0.72,Ideal,5,H,VS1,4,2642
34724,0.5,Good,2,E,VS2,5,1407
34725,1.25,Premium,4,G,SI1,3,6856
34726,0.8,Ideal,5,F,SI2,2,2529
34727,1.01,Very Good,3,H,SI1,3,4513
34728,0.38,Ideal,5,E,VVS2,6,1097
34729,1.26,Ideal,5,G,SI1,3,7711
34730,0.9,Good,2,E,SI2,2,3595
34731,0.55,Ideal,5,F,SI2,2,1263
34732,0.32,Good,2,E,VS2,5,658
34733,1.33,Ideal,5,J,VS1,4,5852
34734,1.09,Premium,4,D,SI2,2,5164
34735,1.55,Ideal,5,J,VS1,4,8548
34736,1.01,Good,2,D,VS1,4,8339
34737,0.62,Very Good,3,D,VS2,5,2022
34738,0.59,Premium,4,E,VS2,5,2578
34739,0.5,Premium,4,F,VVS2,6,2160
34740,0.92,Very Good,3,E,VS1,4,5453
34741,0.3,Ideal,5,J,VS1,4,373
34742,0.71,Good,2,F,VS2,5,2801
34743,0.7,Good,2,E,VS1,4,3063
34744,0.35,Premium,4,H,SI1,3,630
34745,0.31,Good,2,E,SI1,3,544
34746,0.53,Ideal,5,G,VS2,5,1807
34747,1.32,Very Good,3,I,VS2,5,7125
34748,0.7,Very Good,3,F,SI1,3,2553
34749,1.12,Ideal,5,G,SI2,2,4158
